Sol,Solar Radiation
409,239.4220888895316
410,237.3430817038536
411,235.28075953076933
412,233.2353042820576
413,231.20689638171152
414,229.19571475002496
415,227.2019367878096
416,225.2257383607472
417,223.26729378387714
418,221.32677580622024
419,219.40435559554146
420,217.5002027232509
421,215.61448514944755
422,213.74736920810255
423,211.89901959238895
424,210.06959934015285
425,208.25926981953393
426,206.46819071473038
427,204.69652001191395
428,202.94441398529523
429,201.21202718333728
430,199.49951241512557
431,197.80702073688744
432,196.13470143866851
433,194.48270203116414
434,192.85116823270786
435,191.24024395641817
436,189.65007129750396
437,188.08079052073103
438,186.53254004804947
439,185.0054564463843
440,183.49967441558866
441,182.0153267765626
442,180.55254445953727
443,179.11145649252614
444,177.6921899899435
445,176.29487014139207
446,174.91962020062064
447,173.56656147465185
448,172.23581331308213
449,170.92749309755462
450,169.6417162314046
451,168.3785961294803
452,167.1382442081392
453,165.92076987541992
454,164.7262805213918
455,163.55488150868229
456,162.4066761631833
457,161.28176576493678
458,160.18024953920172
459,159.10222464770078
460,158.04778618005122
461,157.017027145376
462,156.0100384641005
463,155.02690895993254
464,154.06772535202725
465,153.13257224733815
466,152.22153213315386
467,151.3346853698224
468,150.47211018366266
469,149.6338826600645
470,148.82007673677685
471,148.03076419738687
472,147.26601466498704
473,146.5258955960349
474,145.81047227440195
475,145.1198078056159
476,144.4539631112939
477,143.81299692376882
478,143.196965780909
479,142.6059240211307
480,142.03992377860538
481,141.4990149786608
482,140.98324533337785
483,140.49266033738115
484,140.02730326382675
485,139.58721516058495
486,139.1724348466193
487,138.78299890856306
488,138.41894169749128
489,138.08029532589148
490,137.7670896648305
491,137.47935234132024
492,137.21710873588012
493,136.98038198029883
494,136.76919295559378
495,136.5835602901692
496,136.42350035817304
497,136.28902727805252
498,136.180152911309
499,136.09688686145154
500,136.03923647314986
501,136.00720683158653
502,136.00080076200823
503,136.02001882947684
504,136.06485933881936
505,136.13531833477754
506,136.23138960235673
507,136.35306466737404
508,136.50033279720606
509,136.67318100173514
510,136.87159403449567
511,137.0955543940185
512,137.34504232537506
513,137.6200358219197
514,137.92051062723084
515,138.24644023725057
516,138.59779590262252
517,138.97454663122795
518,139.37665919091899
519,139.80409811245045
520,140.25682569260823
521,140.73480199753504
522,141.23798486625293
523,141.76632991438214
524,142.31979053805605
525,142.8983179180321
526,143.501861023998
527,144.13036661907273
528,144.78377926450304
529,145.46204132455262
530,146.1650929715869
531,146.89287219134962
532,147.64531478843338
533,148.42235439194184
534,149.22392246134427
535,150.04994829252138
536,150.90035902400155
537,151.7750796433885
538,152.67403299397694
539,153.5971397815593
540,154.54431858141936
541,155.51548584551483
542,156.51055590984697
543,157.52944100201648
544,158.57205124896586
545,159.63829468490667
546,160.72807725943215
547,161.8413028458122
548,162.97787324947365
549,164.13768821666025
550,165.32064544327721
551,166.5266405839144
552,167.7555672610505
553,169.00731707443617
554,170.2817796106561
555,171.578842452868
556,172.8983911907182
557,174.24030943043468
558,175.60447880509227
559,176.9907789850547
560,178.39908768858803
561,179.8292806926468
562,181.2812318438315
563,182.7548130695162
564,184.2498943891454
565,185.7663439256994
566,187.30402791732686
567,188.86281072914298
568,190.44255486519438
569,192.04312098058665
570,193.66436789377573
571,195.30615259902117
572,196.96833027900024
573,198.6507543175819
574,200.3532763127594
575,202.07574608974025
576,203.81801171419323
577,205.57991950564923
578,207.3613140510579
579,209.1620382184956
580,210.98193317102604
581,212.82083838071037
582,214.67859164276712
583,216.55502908987998
584,218.44998520665192
585,220.36329284420498
586,222.2947832349233
587,224.24428600734154
588,226.21162920117024
589,228.19663928246615
590,230.19914115893812
591,232.2189581953918
592,234.2559122293101
593,236.3098235865684
594,238.38051109728318
595,240.46779211179236
596,242.57148251676674
597,244.691396751449
598,246.82734782402363
599,248.97914732810847
600,251.14660545937534
601,253.32953103229138
602,255.52773149698314
603,257.74101295622097
604,259.969180182522
605,262.21203663537096
606,264.4693844785554
607,266.74102459761843
608,269.0267566174192
609,271.32637891981074
610,273.63968866142056
611,275.9664817915459
612,278.30655307015104
613,280.65969608597106
614,283.02570327471926
615,285.4043659373949
616,287.79547425869384
617,290.1988173255129
618,292.6141831455575
619,295.0413586660372
620,297.48012979246136
621,299.93028140752244
622,302.3915973900713
623,304.86386063418087
624,307.34685306829505
625,309.8403556744672
626,312.3441485076752
627,314.85801071522627
628,317.38172055623374
629,319.9150554211803
630,322.4577918515497
631,325.00970555954075
632,327.5705714478496
633,330.14016362952407
634,332.7182554478916
635,335.3046194965476
636,337.8990276394192
637,340.50125103088385
638,343.1110601359593
639,345.7282247505466
640,348.3525140217386
641,350.9836964681818
642,353.6215400004933
643,356.2658119417363
644,358.9162790479392
645,361.57270752867436
646,364.2348630676754
647,366.90251084350984
648,369.5754155502885
649,372.2533414184235
650,374.93605223542403
651,377.623311366732
652,380.3148817765951
653,383.010526048975
654,385.7100064084886
655,388.41308474138253
656,391.1195226165365
657,393.8290813064938
658,396.54152180851867
659,399.2566048656793
660,401.97409098795094
661,404.6937404733424
662,407.4153134290354
663,410.13856979255036
664,412.8632693529178
665,415.58917177186737
666,418.31603660502856
667,421.04362332313843
668,423.7716913332597
